What does “role” and “tenant” indicates in OpenStack?,OPENSTACK,Clouds
Explain what hypervisor is and what type of hypervisor does OpenStack supports?,OPENSTACK,Clouds
What are the two types of storage does OpenStack Compute provides?,OPENSTACK,Clouds
What are the basic functions of Identity Service in OpenStack?,OPENSTACK,Clouds
What are the main components of identity user management?,OPENSTACK,Clouds
What is the meaning of term “Cinder” in OpenStack service?,OPENSTACK,Clouds
List out the storage locations for VM images in OpenStack?,OPENSTACK,Clouds
Explain what is Cells in OpenStack?,OPENSTACK,Clouds
For networking what hardware is used in OpenStack? ,OPENSTACK,Clouds
Explain how you can transfer volume from one owner to another in OpenStack?,OPENSTACK,Clouds
What is bare-metal node and what does it comprised of?,OPENSTACK,Clouds
Mention what is the command to remove network interface from bare-metal node?,OPENSTACK,Clouds
Explain what is the function of Cinder Scheduler?,OPENSTACK,Clouds
Explain what is Token in OpenStack?,OPENSTACK,Clouds
Explain about OpenStack Python SDK?,OPENSTACK,Clouds
What is the command used for pause and unpause an instance?,OPENSTACK,Clouds
What is the command used to list IP address information?,OPENSTACK,Clouds
What is the meaning of term “flavor” in OpenStack? ,OPENSTACK,Clouds
<get name="USERNAME"></get> What is Artificial Intelligence?,AI,Advance
How AI is been utilized in your daily life?,AI,Advance
List some applications of AI.,AI,Advance
What is Turing test?,AI,Advance
<get name="USERNAME"></get> What is Deep learning?,AI,Advance
can you differentiate between supervised unsupervised and reinforcement learning.,AI,Advance
Name few Machine Learning algorithms you know.,AI,Advance
<get name="USERNAME"></get> Tell me any project you have done in AI.,AI,Advance
What are the advantages of using cloud computing?,CLOUD,Advance
Mention platforms which are used for large scale cloud computing?,CLOUD,Advance
Explain different models for deployment in cloud computing?,CLOUD,Advance
What is the difference in cloud computing and computing for mobiles?,CLOUD,Advance
For a transport in cloud how you can secure your data?,CLOUD,Advance
Mention some open source cloud computing platform databases?,CLOUD,Advance
Explain the difference between cloud and traditional datacenters?,CLOUD,Advance
Explain what are the different modes of software as a service,CLOUD,Advance
How important is the platform as a service?,CLOUD,Advance
What is a cloud service?,CLOUD,Advance
As a infrastructure as a service what are the resources that are provided by it?,CLOUD,Advance
What are the business benefits involved in cloud architecture?,CLOUD,Advance
Mention what is the difference between elasticity and scalability in cloud computing?,CLOUD,Advance
Explain hybrid and community cloud?,CLOUD,Advance
Have you used Amazon AWS?,CLOUD,Advance
How GOOGLE CLOUD ENGINE is different from Amazon AWS?,CLOUD,Advance
What do you know about the term Big Data?,BIGDATA,Advance
What are the five V’s of Big Data?,BIGDATA,Advance
Tell us how big data and Hadoop are related to each other.,BIGDATA,Advance
How is big data analysis helpful in increasing business revenue?,BIGDATA,Advance
Explain the steps to be followed to deploy a Big Data solution.,BIGDATA,Advance
Define respective components of HDFS and YARN,BIGDATA,Advance
Why is Hadoop used for Big Data Analytics?,BIGDATA,Advance
What are the main differences between NAS (Network-attached storage) and HDFS?,BIGDATA,Advance
 Which technique is used to predict categorical responses?,DA,Advance
What is logistic regression? Or State an example when you have used logistic regression recently.,DA,Advance
What are Recommender Systems?,DA,Advance
Why data cleaning plays a vital role in analysis?,DA,Advance
Differentiate between univariate bivariate and multivariate analysis,DA,Advance
 What do you understand by the term Normal Distribution?,DA,Advance
 What is Linear Regression?,DA,Advance
What is K-means? How can you select K for K-means?,DA,Advance
Are expected value and mean value different?,DA,Advance
What is the goal of A/B Testing?,DA,Advance
What is Virtual Reality?,VR,Advance
How do you develop an application using VR?,VR,Advance
How VR is different than AR?,VR,Advance
Can you name few companies which are working on product related to VR?,VR,Advance
What are the applications of VR in healthcare?,VR,Advance
What are the applications of VR in education?,VR,Advance
What Are The Major Trends Driving The Introduction Of Virtual Reality Systems?,VR,Advance
What Is Google Cardboard And How Does It Fit Into The Vr World?,VR,Advance
How HOLOLENS is different than other VR devices?,VR,Advance
How Might The Virtual World Change The World Of Work?,VR,Advance
Explain Named entity recognition (NER)?,NLP,Advance
What is Lemmatization in NLP?,NLP,Advance
List some Components of NLP?,NLP,Advance
List some OpenSource Libraries for NLP?,NLP,Advance
What is latent semantic indexing? Where it is applied.,NLP,Advance
List some areas of NLP?,NLP,Advance
List some tools for training NLP models?,NLP,Advance
What is NLTK?,NLP,Advance
What is tokenization in NLP?,NLP,Advance
What is stemming in NLP?,NLP,Advance
What is part of speech (POS) tagging?,NLP,Advance
List few differences between AI Machine Learning and NLP?,NLP,Advance
What is the significance of TF-IDF?,NLP,Advance
What is blockchain,BLOCKCHAIN,Advance
Is blockchain and bitcoin one and the same thing.,BLOCKCHAIN,Advance
How blockchain can bring revolution,BLOCKCHAIN,Advance
Any projects or ideas you have implemented based on blockchain.,BLOCKCHAIN,Advance
 What do you know about Blockchain? What is the difference between Bitcoin blockchain and Ethereum blockchain?,BLOCKCHAIN,Advance
 What is the principle on which blockchain technology is based on?,BLOCKCHAIN,Advance
 What are the different types of Blockchains?,BLOCKCHAIN,Advance
 Why is Blockchain a trusted approach?,BLOCKCHAIN,Advance
 Name the two types of records that are present in the blockchain database?,BLOCKCHAIN,Advance
 What are the properties of Blockchain?,BLOCKCHAIN,Advance
 What is encryption? What is its role in Blockchain?,BLOCKCHAIN,Advance
 What do you mean by blocks in the blockchain technology?,BLOCKCHAIN,Advance
 How does a block is recognized in the Blockchain approach?,BLOCKCHAIN,Advance
 Is it possible to modify the data once it is written in a block?,BLOCKCHAIN,Advance
 What are Block Identifiers?,BLOCKCHAIN,Advance
 Is it possible in Blockchain to remove one or more block from the networks?,BLOCKCHAIN,Advance
 What exactly do you know about the security of a block?,BLOCKCHAIN,Advance
 What are Merkle trees? How important are Merkle trees in Blockchains?,BLOCKCHAIN,Advance
 What is a ledger? Is Blockchain an incorruptible ledger?,BLOCKCHAIN,Advance
 Name the common type of ledgers that can be considered by users in Blockchain?,BLOCKCHAIN,Advance
 How is a blockchain ledger different from an ordinary one?,BLOCKCHAIN,Advance
 What type of records can be kept in a Blockchain? Is there any restriction on same?,BLOCKCHAIN,Advance
 A distributed digital ledger is used for recording transaction in Blockchain,BLOCKCHAIN,Advance
 Can You explain the components of Blockchain Ecosystem?,BLOCKCHAIN,Advance
 State difference between proof-of-work and; proof-of-stake?,BLOCKCHAIN,Advance
 Name some popular platforms for developing blockchain applications,BLOCKCHAIN,Advance
 What is Double Spending? Is it possible to double spend in a Blockchain system?,BLOCKCHAIN,Advance
 What are the benefits of Blockchain that you know?,BLOCKCHAIN,Advance
 Each block of a Blockchain consists of which of the following?,BLOCKCHAIN,Advance
 Which of the following is first distributed blockchain implementation?,BLOCKCHAIN,Advance
 Bitcoin is based on which blockchain?,BLOCKCHAIN,Advance
 Hash identifying each block in the Blockchain is generated using which of the following cryptographic algorithm?,BLOCKCHAIN,Advance
 A block in the blockchain can never have more than one parent block?,BLOCKCHAIN,Advance
 Blockchain forks can result in which of the following?,BLOCKCHAIN,Advance
 Which of the following is asymmetric encryption Algorithm?,BLOCKCHAIN,Advance
 Can you tell me some of the widely used cryptographic algorithms?,BLOCKCHAIN,Advance
 Tell me more about RSA algorithm? How secure is this algorithm?,BLOCKCHAIN,Advance
 Explain the significance of blind signature and how it is useful?,BLOCKCHAIN,Advance
 What is Secret Sharing? Does it have any benefit in Blockchain technology?,BLOCKCHAIN,Advance
 Can you explain what are off-chain transactions?,BLOCKCHAIN,Advance
 What exactly do you know about executive accounting? Does Blockchain support the same?,BLOCKCHAIN,Advance
 What are the threats to the information you are familiar with?,BLOCKCHAIN,Advance
 How will you handle the risk management when it comes to securing the transactions records?,BLOCKCHAIN,Advance
 What is 51% attack? ,BLOCKCHAIN,Advance
 What challenges information leak can impose on an organization?,BLOCKCHAIN,Advance
 What is information processing according to you? What are the key challenges that are associated with it?,BLOCKCHAIN,Advance
 Name organizations that can use Blockchain technology?,BLOCKCHAIN,Advance
 What are the core requirements for a Business Blockchain?,BLOCKCHAIN,Advance
 What are the key principles in Blockchain that are helpful in eliminating the security threats that needs to be followed?,BLOCKCHAIN,Advance
 What is a security policy?,BLOCKCHAIN,Advance
  Is the Blockchain Different from Banking Ledgers?,BLOCKCHAIN,Advance
  Can you list some of the popular consensus algorithms? Why we need different consensus mechanisms?<br/>
,BLOCKCHAIN,Advance
 Is there any network specific conditions for using Blockchain technology in an organization?,BLOCKCHAIN,Advance
 Name the steps that are involved in the Blockchain project implementation?,BLOCKCHAIN,Advance
 Explain a real-life use-case where Blockchain is being used?,BLOCKCHAIN,Advance
What is deep learning?,DL,Advance
What is a Neural Network,DL,Advance
How deep learning is different than machine learning,DL,Advance
What projects you have done in DEEP LEARNING?,DL,Advance
Do you know how to take neural network in production,DL,Advance
Which Deep Learning Libraries you have USED,DL,Advance
What is the cost function?,DL,Advance
What is mean by gradient descent?,DL,Advance
 What is meant by a backpropagation?,DL,Advance
What is means by auto-encoder?,DL,Advance
What are the roles of activation function?,DL,Advance
What is Machine Learning?,ML,Advance
Why is naive Bayes so naive ?,ML,Advance
How AI is different from Machine Learning?,ML,Advance
Do you know any company which have a product based on Machine Learning,ML,Advance
How to handle unbalanced databases?,ML,Advance
Is It the Most Important For You Model Model Accuracy or Model Performance?,ML,Advance
What is the forward selection of data pre-processing?,ML,Advance
What are the different Algorithm techniques in Machine Learning?,ML,Advance
Difference between supervised and unsupervised machine learning?,ML,Advance
What is Overfitting in Machine Learning?,ML,Advance
What are the advantages of decision trees?,ML,Advance
What are the three stages to build the hypotheses or model in machine learning?,ML,Advance
What are some different cases uses of machine learning algorithms can be used?,ML,Advance
What is computer vision,CV,Advance
Is Computer vision or pattern recognition or image processing is all same thing.,CV,Advance
Any projects related to computer vision?,CV,Advance
What are the main parts of IoT systems?,IOT,Advance
What is Internet of things?,IOT,Advance
Have you done anything or any project related to IOT?,IOT,Advance
Can you name few companies who are working IOT based products?,IOT,Advance
How IOT is changing or revolutionizing our world?,IOT,Advance
What are security concerns related to IoT?,IOT,Advance
What is meant by a smart city regarding the Internet of Things?,IOT,Advance
Name some of the sectors where IOT played a major role?,IOT,Advance
What are the challenges in IOT?,IOT,Advance
Can IOT take over human mind?,IOT,Advance
What is the scope of IOT devices in the future?,IOT,Advance
What is the big IOT implementation so far?,IOT,Advance
What are Android things?,IOT,Advance
What are the most used sensors types in iot?,IOT,Advance
What is common uses of IoT?,IOT,Advance
What is application of IoT in Environmental Monitoring?,IOT,Advance
What is application of IoT in Transportation?,IOT,Advance
What is application of IoT in Government?,IOT,Advance
What is application of IoT in Law enforcement?,IOT,Advance
What is IoT Cloud?,IOT,Advance
How does the Internet of Everything relate to the Internet of Things?,IOT,Advance
What is the difference between the Internet of Things (IoT) and the Sensors?,IOT,Advance
Why Internet of Things will be successful in the coming years?,IOT,Advance
What are the important Components of Internet of Things?,IOT,Advance
What impacts will the Internet of Things (IoT) have on Energy Sector?,IOT,Advance
What impacts will the Internet of Things (IoT) have on Agriculture Sector?,IOT,Advance
What is application of IoT in Healthcare?,IOT,Advance
How will the Internet of Things affect the manageability of the business and will it have any effect on the earth?,IOT,Advance
What kind of data does Internet of Things objects convey?,IOT,Advance
Why will the Internet of Things be effective in the coming years?,IOT,Advance
 What is the effect of the Internet of Things have on Healthcare segment?,IOT,Advance
 what are the fundamental difficulties of the Internet of Things usage?,IOT,Advance
When you state Internet of Things I am not catching your meaning by the thing?,IOT,Advance
What is Agile Methology?,AGILE,Technical
What is the duration of a scrum sprint?,AGILE,Technical
What do you know about impediments in Scrum? Give some examples of impediments.,AGILE,Technical
What is the difference and similarity between Agile and Scrum?,AGILE,Technical
State some of the Agile quality strategies.,AGILE,Technical
Do you know about Agile Manifesto and its Principles? Explain in brief.,AGILE,Technical
Is there any drawback of the Agile model? If yes explain.,AGILE,Technical
What do you understand by the term Agile testing?,AGILE,Technical
State some major principles of Agile testing.,AGILE,Technical
Scrum is an Agile framework right? Name a few other Agile frameworks.,AGILE,Technical
Name some methodologies and development where you have used the Agile model.,AGILE,Technical
What is the difference between the agile and traditional way of working?,AGILE,Technical
How is an agile testing methodology different from other testing methodologies?,AGILE,Technical
What is the description for Kernel?,UNIX,Core
What are the main features of UNIX?,UNIX,Core
What is called Shell?,UNIX,Core
What are the responsibilities of a shell?,UNIX,Core
Describe the term directory in UNIX?,UNIX,Core
Describe fork() system call?,UNIX,Core
What is meant by Super User in unix?,UNIX,Core
What are the different file types available with UNIX?,UNIX,Core
Discuss the difference between swapping and paging?,UNIX,Core
What do you understand by UNIX shell?,UNIX,Core
What do you understand by shell variables?,UNIX,Core
Define piping in unix,UNIX,Core
What do you understand by terms system calls and library functions with respect to UNIX command?,UNIX,Core
Explain pid in unix systems.,UNIX,Core
 What is chmod command?,UNIX,Core
Differentiate Swapping and Paging.,UNIX,Core
What is data structure?,DS,Core
 Differentiate between file and structure storage structure.,DS,Core
When is a binary search best applied?,DS,Core
What is a linked list?,DS,Core
In what areas do data structures are applied?,DS,Core
What is a queue?,DS,Core
What are binary trees?,DS,Core
Which data structures are applied when dealing with a recursive function?,DS,Core
What is a stack?,DS,Core
Explain Binary Search Tree,DS,Core
Are linked lists considered linear or non-linear data structures?,DS,Core
What is merge sort?,DS,Core
What is the primary advantage of a linked list?,DS,Core
What is a linear search?,DS,Core
What is a postfix expression?,DS,Core
How do signed and unsigned numbers affect memory?,DS,Core
 What are dynamic data structures?,DS,Core
In what data structures are pointers applied?,DS,Core
What are ARRAYs?,DS,Core
What is the minimum number of queues needed when implementing a priority queue?,DS,Core
Which sorting algorithm is considered the fastest?,DS,Core
Differentiate STACK from ARRAY.,DS,Core
What is a bubble sort and how do you perform it?,DS,Core
What is an AVL tree?,DS,Core
What is Fibonacci search?,DS,Core
Briefly explain recursive algorithm.,DS,Core
Differentiate between file and structure storage structure.,DS,Core
How do you reference all the elements in a one-dimension array?,DS,Core
In what areas do data structures are applied?,DS,Core
What is LIFO?,DS,Core
What are multidimensional arrays?,DS,Core
How does dynamic memory allocation help in managing data?,DS,Core
What is FIFO?,DS,Core
What is an ordered list?,DS,Core
Differentiate NULL and VOID,DS,Core
What is the difference between a PUSH and a POP?,DS,Core
How does variable declaration affect memory allocation?,DS,Core
What is the advantage of the heap over a stack?,DS,Core
What is Data abstraction?,DS,Core
How do you insert a new item in a binary search tree?,DS,Core
How does a selection sort work for an array?,DS,Core
What is the minimum number of nodes that a binary tree can have?,DS,Core
What are dynamic data structures?,DS,Core
Do all declaration statements result in a fixed reservation in memory?,DS,Core
Give a basic algorithm for searching a binary search tree.,DS,Core
What is a dequeue?,DS,Core
What are the parts of a linked list?,DS,Core
How does selection sort work?,DS,Core
What is a graph?,DS,Core
Differentiate linear from a nonlinear data structure.,DS,Core
What are doubly linked lists?,DS,Core
What is Huffman’s algorithm?,DS,Core
How do you search for a target key in a linked list?,DS,Core
What is Linux?,LINUX,Core
What is the difference between UNIX and LINUX?,LINUX,Core
What is BASH?,LINUX,Core
 What is Linux Kernel?,LINUX,Core
What is LILO? (in linux (its a bootloader)) ,LINUX,Core
What is the advantage of open source?,LINUX,Core
What are the basic components of Linux?,LINUX,Core
Does it help for a Linux system to have multiple desktop environments installed?,LINUX,Core
What is the basic difference between BASH and DOS?,LINUX,Core
Describe the root account.,LINUX,Core
What is CLI?,LINUX,Core
How do you change permissions under Linux?,LINUX,Core
What is the maximum length for a filename under Linux?,LINUX,Core
What are daemons?,LINUX,Core
What are the kinds of permissions under Linux?,LINUX,Core
What is grep command?,LINUX,Core
What is the difference between Linux and Unix?,LINUX,Core
What is Linux Kernel? Is it legal to edit Linux Kernel?,LINUX,Core
What is LILO?,LINUX,Core
Which are the Shells used in Linux?,LINUX,Core
What is Swap Space?,LINUX,Core
What is the difference between BASH and DOS?,LINUX,Core
What command would you use to check how much memory is being used by Linux?,LINUX,Core
Explain file permission in Linux.,LINUX,Core
What are inode and process id?,LINUX,Core
Which are the Linux Directory Commands?,LINUX,Core
What is Virtual Desktop?,LINUX,Core
Which are the different modes of vi editor?,LINUX,Core
What are the process states in Linux?,LINUX,Core
Explain grep command.,LINUX,Core
Explain Process Management System Calls in Linux,LINUX,Core
Explain the ‘ls’ command in Linux,LINUX,Core
Why is the tar command used?,LINUX,Core
What is a Latch?,LINUX,Core
What is a Microprocessor?,LINUX,Core
Explain Regular Expressions and Grep,LINUX,Core
What is the minimum number of disk partitions required to install Linux?,LINUX,Core
How to copy a file in Linux?,LINUX,Core
How to terminate a running process in Linux?,LINUX,Core
How to rename a file in Linux?,LINUX,Core
How to write the output of a command to a file?,LINUX,Core
How to see the list of mounted devices on Linux?,LINUX,Core
How to find where a file is stored in Linux?,LINUX,Core
How to find the difference in two configuration files?,LINUX,Core
Write a bash script to delete all the files in the current directory that contains the word “linux”.,LINUX,Core
How would you create a text file without opening it?,LINUX,Core
How would you delete a directory in Linux?,LINUX,Core
How would you schedule a task in Linux?,LINUX,Core
Suppose you try to delete a file using the rm command and the deletion fails,LINUX,Core
How do you look at the contents of a file named sample.z?,LINUX,Core
How to copy files to a Floppy Disk safely?,LINUX,Core
How to identify which shell you are using?,LINUX,Core
How can you login to another system in your network from your system?,LINUX,Core
How would you open a file in read-only mode using the vim editor?,LINUX,Core
How would you search for a specific Employee ID in a file using the vim editor?,LINUX,Core
How to jump to a particular line in a file using vim editor?,LINUX,Core
How do you sort the entries in a text file in ascending order?,LINUX,Core
What is the export command used for?,LINUX,Core
How do you check if a particular service in running?,LINUX,Core
How do you check the status of all the services?,LINUX,Core
How do you start and stop a service?,LINUX,Core
Explain the free command.,LINUX,Core
What is Struts2?,STRUTS,Frameworks
What are the differences between Struts1 and Struts2 or how Struts2 is better than Struts1?,STRUTS,Frameworks
What are Struts2 core components?,STRUTS,Frameworks
What is interceptor in Struts2?,STRUTS,Frameworks
Which design pattern is implemented by Struts2 interceptors?,STRUTS,Frameworks
What are different ways to create Action classes in Struts2?,STRUTS,Frameworks
Does Struts2 action and interceptors are thread safe?,STRUTS,Frameworks
Name some useful annotations introduced in Struts2?,STRUTS,Frameworks
Provide some important Struts2 constants that you have used?,STRUTS,Frameworks
How can we upload files in Struts2 application?,STRUTS,Frameworks
What are best practices to follow while developing Struts2 application?,STRUTS,Frameworks
What is Spring Framework?,SPRING,Frameworks
What are some of the important features and advantages of Spring Framework?,SPRING,Frameworks
What do you understand by Dependency Injection?,SPRING,Frameworks
How do we implement Dependency Injection in Spring Framework?,SPRING,Frameworks
What do you understand by Aspect Oriented Programming?,SPRING,Frameworks
Name some of the important Spring Modules?,SPRING,Frameworks
What is a Spring Bean?,SPRING,Frameworks
What is a Controller in Spring MVC?,SPRING,Frameworks
How Spring is different than STRUTS?,SPRING,Frameworks
What is a difference between SPRING and HIBERNATE?,SPRING,Frameworks
How would you relate Spring MVC Framework to MVC architecture?,SPRING,Frameworks
What are some of the important Spring annotations you have used?,SPRING,Frameworks
How to integrate Spring and Hibernate Frameworks?,SPRING,Frameworks
What are some of the best practices for Spring Framework?,SPRING,Frameworks
What are other java frameworks you know other than Spring?,SPRING,Frameworks
Name some of the design patterns used in Spring Framework?,SPRING,Frameworks
What are the major features in different versions of Spring Framework?,SPRING,Frameworks
List the advantages of Spring Framework.,SPRING,Frameworks
What are the different features of Spring Framework?,SPRING,Frameworks
How many modules are there in Spring Framework and what are they?,SPRING,Frameworks
What is a Spring configuration file?,SPRING,Frameworks
What is Spring IOC Container?,SPRING,Frameworks
What do you mean by Dependency Injection? ,SPRING,Frameworks
Differentiate between BeanFactory and ApplicationContext.,SPRING,Frameworks
What do you mean by  Annotation-based container configuration?,SPRING,Frameworks
 What do you understand by @RequestMapping annotation?,SPRING,Frameworks
Describe Spring DAO support?,SPRING,Frameworks
 Which classes are present in spring JDBC API?,SPRING,Frameworks
What are the ways by which Hibernate can be accessed using Spring?,SPRING,Frameworks
Name the types of transaction management that Spring supports.,SPRING,Frameworks
What do you mean by Aspect?,SPRING,Frameworks
Explain JoinPoint in SPRING?.,SPRING,Frameworks
What do you mean by Spring MVC framework?,SPRING,Frameworks
What is HIBERNATE?,HIBERNATE,Frameworks
What is an ORM?,HIBERNATE,Frameworks
How HIBERNATE fastens the application development?,HIBERNATE,Frameworks
Have you used hibernate in any project?,HIBERNATE,Frameworks
What are the important benefits of using Hibernate Framework?,HIBERNATE,Frameworks
What are the advantages of Hibernate over JDBC?,HIBERNATE,Frameworks
Name some important interfaces of Hibernate framework?,HIBERNATE,Frameworks
What is Hibernate Session and how to get it?,HIBERNATE,Frameworks
What is Named SQL Query?,HIBERNATE,Frameworks
What is Scala? Is it a Language or Platform? Does it support OOP or FP? Who is the father of Scala?,SCALA,Frameworks
Is Scala Statically-Typed Language? What is Statically-Typed Language and What is Dynamically-Typed Language?,SCALA,Frameworks
What is the difference between statically typed and dynamically typed languages?,SCALA,Frameworks
Is Scala a Pure OOP Language? Is Java a Pure OOP Language?,SCALA,Frameworks
Does Scala support all Functional Programming concepts? Does Java 8 support all Functional Programming concepts?,SCALA,Frameworks
What are the major advantages of Scala Language? Are there any drawbacks of Scala Language?,SCALA,Frameworks
What is the Main drawback of Scala Language?,SCALA,Frameworks
What is the main motto of Scala Language?,SCALA,Frameworks
What are the popular JVM Languages available now?,SCALA,Frameworks
Like Java’s java.lang.Object class what is the super class of all classes in Scala?,SCALA,Frameworks
What is default access modifier in Scala?Does Scala have “public” keyword?,SCALA,Frameworks
Is Scala an Expression-Based Language or Statement-Based Language? Is Java an Expression-Based Language or Statement-Based Language?,SCALA,Frameworks
Tell me some features which are supported by Java but not by Scala and Vice versa?,SCALA,Frameworks
Mention Some keywords which are used by Java and not required in Scala? Why Scala does not require them?,SCALA,Frameworks
 Compare Hadoop and Spark Hadoop,SPARK,Frameworks
 What is Apache Spark?,SPARK,Frameworks
 Explain the key features of Apache Spark,SPARK,Frameworks
 What are the languages supported by Apache Spark and which is the most popular one?,SPARK,Frameworks
 What are benefits of Spark over MapReduce?,SPARK,Frameworks
 What is YARN?,SPARK,Frameworks
 Do you need to install Spark on all nodes of YARN cluster?,SPARK,Frameworks
 Is there any benefit of learning MapReduce if Spark is better than MapReduce?,SPARK,Frameworks
 Explain the concept of Resilient Distributed Dataset (RDD),SPARK,Frameworks
 How do we create RDDs in Spark?,SPARK,Frameworks
 What is Executor Memory in a Spark application?,SPARK,Frameworks
 Define Partitions in Apache Spark,SPARK,Frameworks
 What operations does RDD support?,SPARK,Frameworks
 What do you understand by Transformations in Spark?,SPARK,Frameworks
 Define Actions in Spark,SPARK,Frameworks
 Define functions of SparkCore,SPARK,Frameworks
 What do you understand by Pair RDD?,SPARK,Frameworks
 Name the components of Spark Ecosystem,SPARK,Frameworks
 How is Streaming implemented in Spark? Explain with examples,SPARK,Frameworks
 Is there an API for implementing graphs in Spark?,SPARK,Frameworks
 What is PageRank in GraphX?,SPARK,Frameworks
 How is machine learning implemented in Spark?,SPARK,Frameworks
 Is there a module to implement SQL in Spark? How does it work?,SPARK,Frameworks
 How can Apache Spark be used alongside Hadoop?,SPARK,Frameworks
 What is RDD Lineage?,SPARK,Frameworks
 What is Spark Driver?,SPARK,Frameworks
 What file systems does Spark support?,SPARK,Frameworks
 List the functions of Spark SQL,SPARK,Frameworks
 What is Spark Executor?,SPARK,Frameworks
 Name types of Cluster Managers in Spark,SPARK,Frameworks
 What do you understand by worker node?,SPARK,Frameworks
 Illustrate some demerits of using Spark,SPARK,Frameworks
 List some use cases where Spark outperforms Hadoop in processing,SPARK,Frameworks
 What is a Sparse Vector?,SPARK,Frameworks
 Can you use Spark to access and analyze data stored in Cassandra databases?,SPARK,Frameworks
 Is it possible to run Apache Spark on Apache Mesos?,SPARK,Frameworks
 How can Spark be connected to Apache Mesos?,SPARK,Frameworks
 How can you minimize data transfers when working with Spark?,SPARK,Frameworks
 What are broadcast variables?,SPARK,Frameworks
 Why is there a need for broadcast variables when working with Apa,SPARK,Frameworks
 How can you trigger automatic clean-ups in Spark to handle accumulated metadata?,SPARK,Frameworks
 What is the significance of Sliding Window operation?,SPARK,Frameworks
 When running Spark applications, is it necessary to install Spark on all the nodes of YARN cluster?,SPARK,Frameworks
 What are the various data sources available in Spark SQL?,SPARK,Frameworks
 What are the various levels of persistence in Apache Spark?,SPARK,Frameworks
 Does Apache Spark provide checkpoints?,SPARK,Frameworks
 How Spark uses Akka?,SPARK,Frameworks
 What do you understand by Lazy Evaluation?,SPARK,Frameworks
 Explain a scenario where you will be using Spark Streaming,SPARK,Frameworks
What is CSS?,CSS,WebTech
What are the different variations of CSS?,CSS,WebTech
How can you integrate CSS on a web page?,CSS,WebTech
What are the advantages of CSS?,CSS,WebTech
What are the limitations of CSS?,CSS,WebTech
What are the CSS frameworks?,CSS,WebTech
Why background and color are the separate properties if they should always be set together?,CSS,WebTech
What is Embedded Style Sheet?,CSS,WebTech
What is a CSS selector?,CSS,WebTech
Name some CSS style components.,CSS,WebTech
What are the advantages of External Style Sheets?,CSS,WebTech
